165
60,5,450,-50,0,0
5,5,650,-80,0,0
5,5,500,-120,0,0
5,5,550,-60,0,0
5,5,400,-50,0,0
60,5,930,-50,0,0
5,5,850,-90,0,0
5,5,630,-120,0,0
5,5,700,-50,0,0
5,5,740,-80,0,0
60,0,450,-50,0,0
0,0,600,-70,0,0
5,0,650,-80,0,0
0,0,480,-130,0,0
5,0,500,-120,0,0
0,0,600,-90,0,0
5,0,550,-60,0,0
0,0,390,-70,0,0
5,0,400,-50,0,0
0,0,450,-60,0,0
60,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
60,1,1100,-20,1000,-20
30,5,450,-50,0,0
0,5,930,-50,0,0
0,5,650,-80,0,0
0,5,850,-90,0,0
0,5,500,-120,0,0
0,5,630,-120,0,0
0,5,550,-60,0,0
0,5,700,-50,0,0
0,5,400,-50,0,0
0,5,740,-80,0,0
5,5,480,-70,0,0
0,5,900,-70,0,0
0,5,680,-100,0,0
0,5,820,-110,0,0
0,5,530,-140,0,0
0,5,600,-140,0,0
0,5,580,-80,0,0
0,5,670,-70,0,0
0,5,370,-70,0,0
0,5,770,-100,0,0
120,4,0,200,640,200
480,3,600,-200,600,100
10,3,500,-150,500,150
10,3,400,-100,400,200
60,3,680,-200,680,100
10,3,780,-150,780,150
10,3,880,-100,880,200
0,2,200,50,1066,-450
120,5,700,-50,700,300
0,5,930,-60,930,290
0,5,750,-50,750,150
5,5,880,-73,880,190
0,5,800,-42,800,285
0,5,900,-52,900,230
5,5,729,-50,729,198
0,5,839,-50,839,129
0,5,910,-30,910,230
0,5,793,-70,793,169
60,0,580,-50,0,0
0,0,350,-50,0,0
0,0,400,-50,0,0
5,0,530,-50,0,0
0,0,390,-50,0,0
0,0,490,-50,0,0
5,0,510,-50,0,0
0,0,430,-50,0,0
0,0,506,-50,0,0
5,0,379,-50,0,0
0,0,431,-50,0,0
180,4,50,-100,450,150
30,3,700,-100,700,150
30,3,800,-150,800,200
30,3,900,-200,900,250
300,0,450,-50,0,0
0,0,600,-70,0,0
5,0,650,-80,0,0
0,0,480,-130,0,0
5,0,500,-120,0,0
0,0,600,-90,0,0
5,0,550,-60,0,0
0,0,390,-70,0,0
5,0,400,-50,0,0
0,0,450,-60,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
5,0,450,-50,0,0
0,0,600,-70,0,0
5,0,650,-80,0,0
0,0,480,-130,0,0
5,0,500,-120,0,0
0,0,600,-90,0,0
5,0,550,-60,0,0
0,0,390,-70,0,0
5,0,400,-50,0,0
0,0,450,-60,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
5,0,450,-50,0,0
0,0,600,-70,0,0
5,0,650,-80,0,0
0,0,480,-130,0,0
5,0,500,-120,0,0
0,0,600,-90,0,0
5,0,550,-60,0,0
0,0,390,-70,0,0
5,0,400,-50,0,0
0,0,450,-60,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
5,0,450,-50,0,0
0,0,600,-70,0,0
5,0,650,-80,0,0
0,0,480,-130,0,0
5,0,500,-120,0,0
0,0,600,-90,0,0
5,0,550,-60,0,0
0,0,390,-70,0,0
5,0,400,-50,0,0
0,0,450,-60,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
5,0,980,-50,0,0
5,0,850,-90,0,0
5,0,630,-120,0,0
5,0,700,-50,0,0
5,0,740,-80,0,0
180,6,640,-200,0,0

